2026-06-26 19:37:26,887 | __main__ | INFO | This is testing logger
2026-07-02 19:05:16,676 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:05:16,677 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:05:16,677 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:05:18,923 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:05:18,923 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:05:18,973 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-07-02 19:05:18,983 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:05:18,985 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:05:18,985 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:05:57,568 | src.inference.predict | INFO | Model loading....
2026-07-02 19:05:59,230 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:05:59,230 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:05:59,230 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:06:01,466 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:06:01,466 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:06:01,516 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-07-02 19:06:01,518 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:06:01,518 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:06:01,518 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:06:01,523 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:06:01,523 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:06:01,523 | src.inference.validate | INFO | Validating uploaded data.
2026-07-02 19:06:01,523 | src.inference.validate | INFO | Data validation completed successfully.
2026-07-02 19:22:35,131 | src.inference.predict | INFO | Model loading....
2026-07-02 19:22:35,926 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:22:35,926 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:22:35,926 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:22:36,990 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:22:36,990 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:22:36,990 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:22:36,990 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:22:38,724 | src.inference.predict | INFO | Model loading....
2026-07-02 19:22:39,475 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:22:39,475 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:22:39,475 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:22:40,740 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:22:40,740 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:22:40,740 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:22:40,740 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:23:21,323 | app.main | INFO | Reading uploaded CSV: data.csv
2026-07-02 19:23:21,330 | app.main | INFO | Rows: 4424 Columns: 1
2026-07-02 19:23:21,330 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:23:21,330 | app.main | ERROR | Prediction failed.
Traceback (most recent call last):
  File "E:\project_archive\new project\app\main.py", line 54, in predict_file
    df = clean_data(df, config)
         ^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\src\data\data_cleaning.py", line 17, in clean_data
    data = data.drop(columns=feature_to_drop)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\frame.py", line 6300, in drop
    return super().drop(
           ^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\generic.py", line 4644, in drop
    obj = obj._drop_axis(labels, axis, level=level, errors=errors)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\generic.py", line 4686, in _drop_axis
    new_axis = axis.drop(labels, errors=errors)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\indexes\base.py", line 7268, in drop
    raise KeyError(f"{labels[mask].tolist()} not found in axis")
KeyError: "['Educational special needs', 'GDP', 'Nacionality', 'International', 'Displaced', 'Unemployment rate', 'Daytime/evening attendance', 'Curricular units 1st sem (credited)', 'Curricular units 1st sem (without evaluations)', 'Curricular units 2nd sem (credited)', 'Curricular units 2nd sem (enrolled)', 'Curricular units 2nd sem (evaluations)', 'Curricular units 2nd sem (approved)', 'Curricular units 2nd sem (grade)', 'Curricular units 2nd sem (without evaluations)'] not found in axis"
2026-07-02 19:25:09,718 | src.inference.predict | INFO | Model loading....
2026-07-02 19:25:10,499 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:25:10,499 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:25:10,500 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:25:11,706 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:25:11,706 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:25:11,706 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:25:11,706 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:25:59,865 | app.main | INFO | Reading uploaded CSV: data.csv
2026-07-02 19:25:59,876 | app.main | INFO | Rows: 4424 Columns: 1
2026-07-02 19:25:59,876 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:25:59,876 | app.main | ERROR | Prediction failed.
Traceback (most recent call last):
  File "E:\project_archive\new project\app\main.py", line 46, in predict_file
    df = clean_data(df, config)
         ^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\src\data\data_cleaning.py", line 17, in clean_data
    data = data.drop(columns=feature_to_drop)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\frame.py", line 6300, in drop
    return super().drop(
           ^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\generic.py", line 4644, in drop
    obj = obj._drop_axis(labels, axis, level=level, errors=errors)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\generic.py", line 4686, in _drop_axis
    new_axis = axis.drop(labels, errors=errors)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\pandas\core\indexes\base.py", line 7268, in drop
    raise KeyError(f"{labels[mask].tolist()} not found in axis")
KeyError: "['Educational special needs', 'GDP', 'Nacionality', 'International', 'Displaced', 'Unemployment rate', 'Daytime/evening attendance', 'Curricular units 1st sem (credited)', 'Curricular units 1st sem (without evaluations)', 'Curricular units 2nd sem (credited)', 'Curricular units 2nd sem (enrolled)', 'Curricular units 2nd sem (evaluations)', 'Curricular units 2nd sem (approved)', 'Curricular units 2nd sem (grade)', 'Curricular units 2nd sem (without evaluations)'] not found in axis"
2026-07-02 19:28:40,106 | src.inference.predict | INFO | Model loading....
2026-07-02 19:28:40,902 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:28:40,902 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:28:40,902 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:28:42,004 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:28:42,004 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:28:42,038 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-07-02 19:28:42,038 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:28:42,040 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:28:42,041 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:28:42,042 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:28:42,043 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:28:42,043 | src.inference.validate | INFO | Validating uploaded data.
2026-07-02 19:28:42,046 | src.inference.validate | INFO | Data validation completed successfully.
2026-07-02 19:31:12,757 | src.inference.predict | INFO | Model loading....
2026-07-02 19:31:13,579 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:31:13,579 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:31:13,579 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:31:14,599 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:31:14,599 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:31:14,599 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:31:14,599 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:31:16,017 | src.inference.predict | INFO | Model loading....
2026-07-02 19:31:16,814 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:31:16,814 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:31:16,814 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:31:18,270 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:31:18,270 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:31:18,270 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:31:18,270 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:31:35,630 | app.main | INFO | Reading uploaded CSV: data.csv
2026-07-02 19:31:35,653 | app.main | INFO | Rows: 4424 Columns: 37
2026-07-02 19:31:35,654 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:31:35,655 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:31:35,655 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:31:35,657 | src.inference.validate | INFO | Validating uploaded data.
2026-07-02 19:31:35,661 | src.inference.validate | INFO | Data validation completed successfully.
2026-07-02 19:31:35,672 | app.main | ERROR | Prediction failed.
Traceback (most recent call last):
  File "E:\project_archive\new project\app\main.py", line 58, in predict_file
    return JSONResponse(
           ^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\starlette\responses.py", line 192, in __init__
    super().__init__(content, status_code, headers, media_type, background)
  File "E:\project_archive\new project\venv\Lib\site-packages\starlette\responses.py", line 45, in __init__
    self.body = self.render(content)
                ^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\venv\Lib\site-packages\starlette\responses.py", line 195, in render
    return json.dumps(
           ^^^^^^^^^^^
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\json\__init__.py", line 238, in dumps
    **kw).encode(obj)
          ^^^^^^^^^^^
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py", line 200, in encode
    chunks = self.iterencode(o, _one_shot=True)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py", line 258, in iterencode
    return _iterencode(o, 0)
           ^^^^^^^^^^^^^^^^^
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py", line 180, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type ndarray is not JSON serializable
2026-07-02 19:33:07,452 | src.inference.predict | INFO | Model loading....
2026-07-02 19:33:08,474 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:33:08,474 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:33:08,474 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:33:09,812 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:33:09,813 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:33:09,814 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:33:09,814 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:33:17,058 | app.main | INFO | Reading uploaded CSV: data.csv
2026-07-02 19:33:17,088 | app.main | INFO | Rows: 4424 Columns: 37
2026-07-02 19:33:17,088 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:33:17,098 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:33:17,098 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:33:17,098 | src.inference.validate | INFO | Validating uploaded data.
2026-07-02 19:33:17,100 | src.inference.validate | INFO | Data validation completed successfully.
2026-07-02 19:33:17,120 | app.main | ERROR | Prediction failed.
Traceback (most recent call last):
  File "E:\project_archive\new project\app\main.py", line 56, in predict_file
    predictions = model_service.predict(df)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\project_archive\new project\src\inference\predict.py", line 17, in predict
    return labels.tolist()
           ^^^^^^^^^
AttributeError: 'numpy.ndarray' object has no attribute 'to'
2026-07-02 19:34:03,937 | src.inference.predict | INFO | Model loading....
2026-07-02 19:34:04,745 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-02 19:34:04,745 | src.inference.loader | INFO | Model loaded successfully.
2026-07-02 19:34:04,745 | src.inference.predict | INFO | Loading feature names....
2026-07-02 19:34:05,960 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-02 19:34:05,960 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-02 19:34:05,960 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-02 19:34:05,967 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-02 19:34:21,498 | app.main | INFO | Reading uploaded CSV: data.csv
2026-07-02 19:34:21,522 | app.main | INFO | Rows: 4424 Columns: 37
2026-07-02 19:34:21,523 | src.data.data_cleaning | INFO | Data cleaning started
2026-07-02 19:34:21,525 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-07-02 19:34:21,526 | src.data.data_cleaning | INFO | Data cleaning complete
2026-07-02 19:34:21,526 | src.inference.validate | INFO | Validating uploaded data.
2026-07-02 19:34:21,526 | src.inference.validate | INFO | Data validation completed successfully.
2026-07-03 22:53:39,646 | src.inference.predict | INFO | Model loading....
2026-07-03 22:53:46,280 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-03 22:53:46,280 | src.inference.loader | INFO | Model loaded successfully.
2026-07-03 22:53:46,280 | src.inference.predict | INFO | Loading feature names....
2026-07-03 22:53:54,613 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-03 22:53:54,613 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-03 22:53:54,613 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-03 22:53:54,613 | src.inference.loader | INFO | Feature names loaded successfully.
2026-07-03 22:53:56,138 | src.inference.predict | INFO | Model loading....
2026-07-03 22:53:56,836 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-07-03 22:53:56,836 | src.inference.loader | INFO | Model loaded successfully.
2026-07-03 22:53:56,836 | src.inference.predict | INFO | Loading feature names....
2026-07-03 22:53:57,868 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-07-03 22:53:57,868 | src.inference.loader | INFO | Encoder loaded successfully.
2026-07-03 22:53:57,868 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-07-03 22:53:57,868 | src.inference.loader | INFO | Feature names loaded successfully.
2026-08-11 12:51:06,777 | src.inference.predict | INFO | Model loading....
2026-08-11 12:51:19,693 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-08-11 12:51:19,694 | src.inference.loader | INFO | Model loaded successfully.
2026-08-11 12:51:19,694 | src.inference.predict | INFO | Loading feature names....
2026-08-11 12:51:19,718 | utils.io | INFO | Loaded model: artifacts\encoder.joblib
2026-08-11 12:51:19,718 | src.inference.loader | INFO | Encoder loaded successfully.
2026-08-11 12:51:19,718 | utils.io | INFO | Loaded model: artifacts\feature_names.joblib
2026-08-11 12:51:19,718 | src.inference.loader | INFO | Feature names loaded successfully.
2026-08-12 18:56:24,887 | __main__ | INFO | ======== Running  DataPipeline ==========
2026-08-12 18:56:24,900 | __main__ | INFO | config file loaded
2026-08-12 18:56:24,949 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-08-12 18:56:24,949 | src.data.data_validation | INFO | Data validation started.
2026-08-12 18:56:24,960 | src.data.data_cleaning | INFO | Data cleaning started
2026-08-12 18:56:24,969 | src.data.data_cleaning | INFO | columns droped from X_train and X_test
2026-08-12 18:56:24,969 | src.data.data_cleaning | INFO | Data cleaning complete
2026-08-12 18:56:24,969 | src.data.split | INFO | data split start:
2026-08-12 18:56:24,978 | src.data.split | INFO | Training and test data created
2026-08-12 18:56:24,979 | src.data.label_encoder | INFO | Encoding target labels
2026-08-12 18:56:24,979 | src.data.label_encoder | INFO | Encoded 3 classes
2026-08-12 18:56:24,983 | utils.io | INFO | Saved JSON: artifacts\reports\validation.json
2026-08-12 18:56:24,985 | utils.io | INFO | Saved model: artifacts\encoder.joblib
2026-08-12 18:56:25,029 | utils.io | INFO | Saved CSV: data\processed\X_train.csv
2026-08-12 18:56:25,044 | utils.io | INFO | Saved CSV: data\processed\X_test.csv
2026-08-12 18:56:25,044 | utils.io | INFO | Saved NumPy array: data\processed\y_train.npy
2026-08-12 18:56:25,052 | utils.io | INFO | Saved NumPy array: data\processed\y_test.npy
2026-08-12 18:56:25,055 | __main__ | INFO | ======= DataPipeline run successfully =========
2026-08-12 19:06:29,368 | __main__ | INFO | ========== Training Pipeline Started ==========
2026-08-12 19:06:29,375 | __main__ | INFO | config file loaded
2026-08-12 19:06:29,392 | utils.io | INFO | Loaded CSV: data\processed\X_train.csv
2026-08-12 19:06:29,393 | utils.io | INFO | Loaded NumPy array: data\processed\y_train.npy
2026-08-12 19:06:29,394 | src.model.train | INFO | Starting XGBoost model training...
2026-08-12 19:06:29,394 | src.model.train | INFO | Training data shape: 3539 samples, 21 features
2026-08-12 19:06:32,082 | src.model.train | INFO | Training completed successfully.
2026-08-12 19:06:32,082 | src.model.train | INFO | Training time: 2.69 seconds
2026-08-12 19:06:32,116 | utils.io | INFO | Saved model: artifacts\models\best_model.joblib
2026-08-12 19:06:32,116 | utils.io | INFO | Saved model: artifacts\feature_names.joblib
2026-08-12 19:06:32,118 | __main__ | INFO | Training Pipeline Complete.
2026-08-12 19:07:36,115 | __main__ | INFO | ========== Evaluation Started ==========
2026-08-12 19:07:36,123 | __main__ | INFO | Configuration loaded successfully.
2026-08-12 19:07:36,130 | utils.io | INFO | Loaded CSV: data\processed\X_test.csv
2026-08-12 19:07:36,131 | utils.io | INFO | Loaded NumPy array: data\processed\y_test.npy
2026-08-12 19:07:36,131 | __main__ | INFO | Loaded test data: 885 samples, 21 features
2026-08-12 19:07:37,172 | utils.io | INFO | Loaded model: artifacts\models\best_model.joblib
2026-08-12 19:07:37,174 | __main__ | INFO | Model loaded successfully.
2026-08-12 19:07:37,174 | src.model.eval | INFO | Starting model evaluation...
2026-08-12 19:07:48,370 | src.model.eval | INFO | Evaluation completed successfully. F1 Macro: 0.6631
2026-08-12 19:07:48,373 | utils.io | INFO | Saved JSON: artifacts\eval_result.json
2026-08-12 19:07:48,375 | utils.io | INFO | Saved JSON: artifacts\classification_report.joblib
2026-08-12 19:07:48,376 | __main__ | INFO | Evaluation artifacts saved.
2026-08-12 19:07:48,376 | __main__ | INFO | ========== Evaluation Completed ==========
2026-08-17 19:01:29,413 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,413 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=6
2026-08-17 19:01:29,413 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,428 | src.data.data_validation | INFO | No missing values detected.
2026-08-17 19:01:29,437 | src.data.data_validation | INFO | No duplicate rows detected.
2026-08-17 19:01:29,437 | src.data.data_validation | INFO | Target validation passed.
2026-08-17 19:01:29,438 | src.data.data_validation | INFO | Numerical feature validation passed.
2026-08-17 19:01:29,438 | src.data.data_validation | INFO | Binary feature validation passed.
2026-08-17 19:01:29,438 | src.data.data_validation | INFO | Data validation completed successfully.
2026-08-17 19:01:29,442 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,442 | src.data.data_validation | ERROR | Dataset is empty.
2026-08-17 19:01:29,446 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,446 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=5
2026-08-17 19:01:29,447 | src.data.data_validation | ERROR | Missing columns: ['Age']
2026-08-17 19:01:29,451 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,451 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=6
2026-08-17 19:01:29,451 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,452 | src.data.data_validation | WARNING | Missing values detected: {'Age': 1}
2026-08-17 19:01:29,455 | src.data.data_validation | INFO | No duplicate rows detected.
2026-08-17 19:01:29,455 | src.data.data_validation | INFO | Target validation passed.
2026-08-17 19:01:29,456 | src.data.data_validation | INFO | Numerical feature validation passed.
2026-08-17 19:01:29,457 | src.data.data_validation | INFO | Binary feature validation passed.
2026-08-17 19:01:29,457 | src.data.data_validation | INFO | Data validation completed successfully.
2026-08-17 19:01:29,463 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,464 | src.data.data_validation | INFO | Dataset shape: rows=4, columns=6
2026-08-17 19:01:29,464 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,464 | src.data.data_validation | INFO | No missing values detected.
2026-08-17 19:01:29,465 | src.data.data_validation | WARNING | Duplicate rows detected: 1
2026-08-17 19:01:29,465 | src.data.data_validation | INFO | Target validation passed.
2026-08-17 19:01:29,465 | src.data.data_validation | INFO | Numerical feature validation passed.
2026-08-17 19:01:29,466 | src.data.data_validation | INFO | Binary feature validation passed.
2026-08-17 19:01:29,466 | src.data.data_validation | INFO | Data validation completed successfully.
2026-08-17 19:01:29,470 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,471 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=6
2026-08-17 19:01:29,471 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,472 | src.data.data_validation | INFO | No missing values detected.
2026-08-17 19:01:29,473 | src.data.data_validation | INFO | No duplicate rows detected.
2026-08-17 19:01:29,473 | src.data.data_validation | ERROR | Target classes do not match.
2026-08-17 19:01:29,479 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,479 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=6
2026-08-17 19:01:29,479 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,480 | src.data.data_validation | INFO | No missing values detected.
2026-08-17 19:01:29,480 | src.data.data_validation | INFO | No duplicate rows detected.
2026-08-17 19:01:29,480 | src.data.data_validation | INFO | Target validation passed.
2026-08-17 19:01:29,481 | src.data.data_validation | ERROR | Invalid numerical columns: ['Age']
2026-08-17 19:01:29,486 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | Dataset shape: rows=3, columns=6
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | Column validation passed.
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | No missing values detected.
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | No duplicate rows detected.
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | Target validation passed.
2026-08-17 19:01:29,487 | src.data.data_validation | INFO | Numerical feature validation passed.
2026-08-17 19:01:29,488 | src.data.data_validation | ERROR | Invalid binary feature values: {'Gender': [np.int64(0), np.int64(1), np.int64(2)]}
2026-08-17 19:01:29,490 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:01:29,507 | src.data.data_validation | INFO | Checking dataset path: C:\Users\Asus\AppData\Local\Temp\pytest-of-Asus\pytest-0\test_validate_path0\data.csv
2026-08-17 19:01:29,508 | src.data.data_validation | INFO | Dataset path validation passed.
2026-08-17 19:19:33,511 | __main__ | INFO | ============================================================
2026-08-17 19:19:33,511 | __main__ | INFO | DATA VALIDATION PIPELINE STARTED
2026-08-17 19:19:33,511 | __main__ | INFO | ============================================================
2026-08-17 19:19:33,516 | __main__ | INFO | Configuration loaded successfully.
2026-08-17 19:19:33,516 | __main__ | INFO | Loading dataset from: data\raw\student_academic_data\data.csv
2026-08-17 19:19:33,554 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-08-17 19:19:33,554 | __main__ | INFO | Dataset loaded. Shape: (4424, 37)
2026-08-17 19:19:33,554 | src.data.data_validation | INFO | Data validation started.
2026-08-17 19:19:33,554 | src.data.data_validation | INFO | Dataset shape: rows=4424, columns=37
2026-08-17 19:19:33,555 | src.data.data_validation | ERROR | Missing columns: ['Daytime/evening attendance']
2026-08-18 18:51:57,299 | __main__ | INFO | ============================================================
2026-08-18 18:51:57,301 | __main__ | INFO | DATA VALIDATION PIPELINE STARTED
2026-08-18 18:51:57,302 | __main__ | INFO | ============================================================
2026-08-18 18:51:57,310 | utils.load_config | DEBUG | config file loaded.
2026-08-18 18:51:57,310 | __main__ | INFO | Configuration loaded successfully.
2026-08-18 18:51:57,310 | __main__ | INFO | Loading dataset from: data\raw\student_academic_data\data.csv
2026-08-18 18:51:57,371 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-08-18 18:51:57,371 | __main__ | INFO | Dataset loaded. Shape: (4424, 37)
2026-08-18 18:51:57,371 | src.data.data_validation | INFO | Data validation started.
2026-08-18 18:51:57,371 | src.data.data_validation | INFO | Dataset shape: rows=4424, columns=37
2026-08-18 18:51:57,372 | src.data.data_validation | ERROR | Missing columns: ['Daytime/evening attendance']
2026-08-18 18:58:06,703 | __main__ | INFO | ============================================================
2026-08-18 18:58:06,703 | __main__ | INFO | DATA VALIDATION PIPELINE STARTED
2026-08-18 18:58:06,703 | __main__ | INFO | ============================================================
2026-08-18 18:58:06,703 | utils.load_config | DEBUG | config file loaded.
2026-08-18 18:58:06,703 | __main__ | INFO | Configuration loaded successfully.
2026-08-18 18:58:06,703 | __main__ | INFO | Loading dataset from: data\raw\student_academic_data\data.csv
2026-08-18 18:58:06,731 | utils.io | INFO | Loaded CSV: data\raw\student_academic_data\data.csv
2026-08-18 18:58:06,731 | __main__ | INFO | Dataset loaded. Shape: (4424, 37)
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Marital status'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Application mode'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Application order'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Course'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Daytime/evening attendance\t'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Previous qualification'
2026-08-18 18:58:06,731 | __main__ | DEBUG | 'Previous qualification (grade)'
